"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Leftover Capture Data","Info"
"799","53.615567","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"801","53.703641","1.2.1","host","USB","72","0000170b00000000","0000170b00000000","URB_INTERRUPT in"
"803","53.711551","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"805","53.815556","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"807","54.015620","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"813","54.119610","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"815","54.231585","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"817","54.335617","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"819","54.375608","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"821","54.471611","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"823","54.967604","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"829","55.071617","1.2.1","host","USB","72","0000070400000000","0000070400000000","URB_INTERRUPT in"
"831","55.111553","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"833","55.175615","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"835","55.407564","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"837","55.519607","1.2.1","host","USB","72","0000060000000000","0000060000000000","URB_INTERRUPT in"
"839","55.623601","1.2.1","host","USB","72","0000060800000000","0000060800000000","URB_INTERRUPT in"
"841","55.695608","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"843","55.743557","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"849","56.503541","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"851","56.599543","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"853","56.999593","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"859","57.095594","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"861","57.135608","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"863","57.239608","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"865","57.271605","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"867","57.383600","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"869","57.399548","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"871","57.495531","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"873","57.719601","1.2.1","host","USB","72","0000090000000000","0000090000000000","URB_INTERRUPT in"
"875","57.847549","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"877","57.879605","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"879","57.975604","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"881","58.015590","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"887","58.095599","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"889","58.927598","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"891","58.991583","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"893","59.047528","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"899","59.135588","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"901","59.143602","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"903","59.231550","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"905","59.247527","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"907","59.367520","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"909","59.391533","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"911","59.455583","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"913","59.519569","1.2.1","host","USB","72","00000e0000000000","00000e0000000000","URB_INTERRUPT in"
"915","59.615582","1.2.1","host","USB","72","00000e0400000000","00000e0400000000","URB_INTERRUPT in"
"917","59.631560","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"919","59.703513","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"925","60.079554","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"927","60.167576","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"929","60.687552","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"931","60.823588","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"933","60.887544","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"935","60.983571","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"937","60.991579","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"943","61.079571","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"945","61.247585","1.2.1","host","USB","72","00000a0000000000","00000a0000000000","URB_INTERRUPT in"
"947","61.439531","1.2.1","host","USB","72","00000a0800000000","00000a0800000000","URB_INTERRUPT in"
"949","61.447512","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"951","61.535590","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"953","61.607570","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"955","61.703559","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"957","61.727555","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"959","61.839578","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"961","61.983570","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"967","62.079523","1.2.1","host","USB","72","0000150400000000","0000150400000000","URB_INTERRUPT in"
"969","62.119510","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"971","62.207507","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"973","62.439562","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"975","62.519497","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"977","62.591577","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"979","62.719570","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"981","62.791569","1.2.1","host","USB","72","00001c0000000000","00001c0000000000","URB_INTERRUPT in"
"983","62.911560","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"985","62.975563","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"991","63.071543","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"997","64.127550","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"999","64.247558","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1001","64.503559","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"1003","64.623519","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1005","64.743551","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"1007","64.823561","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1009","64.831565","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"1011","64.951494","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1013","64.991550","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"1019","65.079545","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1021","65.151550","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"1023","65.263486","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1025","65.311557","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"1027","65.391555","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1033","67.023544","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"1039","67.151513","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1041","67.191539","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"1043","67.319534","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1045","67.775468","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"1047","67.895497","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1053","68.359487","1.2.1","host","USB","72","0000050000000000","0000050000000000","URB_INTERRUPT in"
"1055","68.455529","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1057","68.551539","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"1059","68.639523","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1061","68.751530","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"1063","68.863461","1.2.1","host","USB","72","00000f0800000000","00000f0800000000","URB_INTERRUPT in"
"1065","68.871467","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"1067","68.943469","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1069","68.983539","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"1075","69.087498","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1077","69.095534","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"1079","69.183527","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1081","69.319531","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"1083","69.415522","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1093","71.399514","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"1095","71.503515","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1097","71.527519","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"1099","71.647451","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1101","71.687448","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"1103","71.791447","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1125","76.559493","1.2.1","host","USB","72","00000d0000000000","00000d0000000000","URB_INTERRUPT in"
"1127","76.679419","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1129","76.783420","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"1131","76.903418","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1137","77.151451","1.2.1","host","USB","72","0000050000000000","0000050000000000","URB_INTERRUPT in"
"1139","77.279435","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"1141","77.423477","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1143","77.583458","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"1145","77.679428","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1147","77.687416","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"1149","77.783413","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1151","77.831449","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"1153","77.911457","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1159","78.287442","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"1161","78.423479","1.2.1","host","USB","72","0000172c00000000","0000172c00000000","URB_INTERRUPT in"
"1163","78.431413","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"1165","78.535481","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1167","78.687479","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"1169","78.783477","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1171","78.879476","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"1173","78.975473","1.2.1","host","USB","72","0000112c00000000","0000112c00000000","URB_INTERRUPT in"
"1175","78.983414","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"1181","79.079400","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1183","79.279427","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"1185","79.391404","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1187","79.415468","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"1189","79.495425","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1191","79.623476","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"1193","79.719467","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1195","79.735470","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"1197","79.839483","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1199","79.903417","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"1201","79.991463","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1207","81.007468","1.2.1","host","USB","72","00000a0000000000","00000a0000000000","URB_INTERRUPT in"
"1213","81.095410","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"1215","81.207423","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"1217","81.311461","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
